"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217"
"image_0021",0,0,0,0,0,0,0,0,0,0.001297,0.001297,0,0,0,0,0.002594,0,0,0,0,0,0,0,0,0,0,0,0.001297,0,0,0,0.001297,0,0,0.001297,0,0,0,0.001297,0,0,0.001297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001297,0,0,0,0,0,0,0,0,0.001297,0,0,0,0,0,0,0,0,0,0,0.001297,0,0,0,0,0,0.001297,0,0,0,0,0,0,0,0,0,0,0,0.0077821,0.001297,0,0,0,0.001297,0,0,0,0,0,0,0,0,0,0.001297,0,0,0,0,0,0,0,0.001297,0,0,0.002594,0,0,0,0,0,0,0.001297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064851,0,0,0,0.001297,0,0,0.001297,0,0.001297,0,0,0,0,0,0,0,0,0,0,0,0,0.001297,0.001297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001297,0,0,0,0,0,0
"image_0022",0,0.0013569,0.00067843,0.00067843,0,0.00067843,0,0,0,0,0.00067843,0,0,0.00067843,0,0.0020353,0.00067843,0,0.00067843,0,0,0,0.0013569,0,0.00067843,0,0,0,0,0,0,0,0.00067843,0.00067843,0,0,0,0,0,0,0,0.0020353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067843,0,0,0,0.00067843,0,0,0,0,0,0,0,0,0.00067843,0,0,0,0,0.00067843,0,0,0.0027137,0,0,0,0,0.00067843,0,0,0,0.00067843,0,0,0,0.00067843,0.00067843,0.0027137,0.00067843,0,0,0.00067843,0,0,0,0,0,0.00067843,0.0013569,0,0,0,0,0,0,0,0.00067843,0,0,0.00067843,0.0013569,0,0,0.0020353,0,0.00067843,0,0.0013569,0,0.0013569,0,0,0,0,0.00067843,0.00067843,0,0.00067843,0.00067843,0,0,0,0.00067843,0,0,0,0,0,0,0.00067843,0,0,0,0,0,0.0013569,0,0,0,0.00067843,0,0.00067843,0,0,0,0.00067843,0,0,0.00067843,0.0013569,0,0.0020353,0,0,0,0.00067843,0,0.00067843,0,0.00067843,0,0,0,0,0.00067843,0,0.00067843,0,0.0013569,0,0,0.0013569,0.00067843,0,0.00067843,0,0,0.0013569,0,0,0,0,0.0013569,0.00067843,0,0,0.00067843,0,0,0,0,0,0,0,0,0,0,0.00067843,0.00067843,0,0
"image_0023",0,0,0,0,0,0.0012658,0,0,0,0,0,0,0,0,0.0012658,0,0,0,0.0012658,0,0,0,0,0.0012658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012658,0.0012658,0,0,0,0,0,0,0,0,0,0,0.0012658,0,0,0,0.0012658,0,0.0012658,0,0,0,0.0012658,0,0,0.0012658,0,0,0,0.0012658,0,0,0,0,0,0,0.0012658,0.0012658,0,0,0,0,0,0,0,0,0,0.0025316,0.0012658,0,0,0.016456,0,0,0,0,0,0,0,0,0,0,0.0037975,0,0,0.0012658,0,0,0,0,0.0012658,0.0012658,0.0012658,0.0012658,0,0,0,0,0,0.0025316,0,0.0037975,0,0.0037975,0.0025316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025316,0,0,0,0,0,0,0,0.0012658,0,0,0,0.013924,0,0,0,0,0,0.0012658,0,0.0012658,0,0,0,0,0,0,0,0,0.0012658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012658,0.0012658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_0024",0,0.00060865,0,0,0,0,0,0,0,0,0,0.00060865,0,0,0,0.0018259,0,0,0.0048692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018259,0,0.00060865,0.00060865,0,0,0,0,0.00060865,0.00060865,0.00060865,0,0,0,0,0,0,0,0.00060865,0,0,0.00060865,0,0,0,0,0,0,0.0012173,0,0.00060865,0.0012173,0.00060865,0.00060865,0,0,0,0,0,0,0,0,0.0012173,0.0018259,0,0,0,0.0012173,0,0,0,0,0.00060865,0,0,0.0018259,0,0,0.0012173,0,0,0,0.0054778,0,0,0.0030432,0,0,0,0.00060865,0,0,0.00060865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00060865,0,0,0,0,0,0.00060865,0,0.00060865,0,0,0,0,0,0,0.047474,0,0.00060865,0,0,0,0,0,0,0,0,0,0.00060865,0,0.00060865,0.0012173,0,0.00060865,0,0,0.00060865,0.00060865,0.00060865,0.00060865,0,0,0,0,0.0018259,0.00060865,0,0,0.00060865,0,0,0,0,0,0,0,0.0012173,0,0,0,0,0,0.00060865,0.00060865,0.00060865,0
"image_0025",0,0,0.00078002,0,0,0,0,0,0.00078002,0.00078002,0.00078002,0.00078002,0,0,0,0,0,0,0.00156,0,0,0,0.00078002,0,0,0.00078002,0,0,0,0,0.00078002,0.00078002,0.00078002,0,0,0,0,0,0,0,0,0.00078002,0,0,0,0,0,0,0.00078002,0,0,0,0.00078002,0,0,0,0.00078002,0.00078002,0.00078002,0,0,0,0,0,0.00078002,0,0,0,0,0,0.00078002,0,0,0,0,0,0,0,0.00078002,0,0,0.00078002,0,0,0,0,0,0.00078002,0,0,0,0,0,0.0078002,0.00078002,0,0,0,0,0,0,0,0,0,0.00078002,0,0,0,0,0,0,0,0,0.00078002,0,0,0.00078002,0,0,0,0,0,0,0.00078002,0,0,0,0,0,0,0.00078002,0.00078002,0,0,0,0,0,0.00078002,0,0,0,0.00078002,0,0,0,0,0,0,0,0,0,0.00078002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078002,0.0039001,0,0.00156,0,0,0,0,0,0.00078002,0.00078002,0,0,0.00156,0,0.00078002,0.00078002,0.00156,0.00078002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078002,0,0,0,0.0031201,0.00078002,0,0,0,0,0,0,0,0,0,0,0.0023401,0.00078002,0
"image_0026",0,0,0.0025641,0,0,0,0,0,0.0025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025641,0,0.0051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025641,0,0,0,0,0,0,0,0,0.0025641,0,0,0,0,0,0,0,0,0,0,0,0,0.0025641,0.0025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025641,0,0,0,0.0025641,0,0,0,0,0,0,0,0,0,0,0,0,0.0025641,0,0,0.0025641,0,0,0,0,0,0,0.0025641,0,0
"image_0027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022422,0,0.0022422,0.0022422,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022422,0.0022422,0,0,0,0,0,0,0.0022422,0,0.0067265,0,0,0,0,0,0,0.0067265,0.0022422,0,0.0022422,0,0,0,0,0,0.0044843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044843,0,0,0,0,0.0022422,0.0022422,0.0022422,0.0022422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_0028",0,0.0030395,0.00075987,0,0,0,0,0.00075987,0,0,0,0,0,0,0,0,0.00075987,0,0.00075987,0,0.0015197,0,0,0,0,0,0,0.00075987,0,0,0,0,0,0.0015197,0,0,0,0,0,0,0,0.0015197,0.00075987,0,0,0,0.00075987,0,0,0,0,0,0,0,0,0,0,0,0.00075987,0,0,0,0.00075987,0,0,0.00075987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022796,0,0,0,0,0,0,0,0,0.00075987,0,0,0,0,0,0,0,0,0,0,0,0.00075987,0.00075987,0.00075987,0.00075987,0,0,0,0.00075987,0,0.0015197,0,0.00075987,0,0.0045592,0.0015197,0,0.0030395,0,0,0,0,0,0,0.00075987,0,0,0,0.00075987,0,0.00075987,0,0,0,0.00075987,0,0,0.00075987,0,0,0,0,0,0,0,0,0,0,0,0.00075987,0,0,0,0.00075987,0,0,0,0,0.00075987,0,0,0.00075987,0,0,0,0,0,0,0,0.0015197,0,0,0,0,0.00075987,0,0,0,0.0015197,0.00075987,0.00075987,0,0,0,0,0,0,0,0,0,0.00075987,0.00075987,0,0.00075987,0,0,0,0,0,0,0,0.00075987,0,0,0,0,0,0,0,0,0,0,0.00075987,0,0
"image_0029",0,0,0,0.0018116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018116,0,0,0,0,0,0,0,0.0018116,0.0036232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018116,0,0,0,0.0018116,0,0,0,0.0018116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036232,0,0,0,0,0.0018116,0,0,0,0,0,0,0.0018116,0,0,0,0,0,0.0072463,0,0,0,0.0018116,0,0,0.0018116,0,0,0,0,0.0018116,0,0,0.0018116,0,0,0,0,0,0.0018116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018116,0,0,0,0,0,0,0,0.0018116,0,0,0.032609,0,0.0018116,0,0,0,0,0,0,0,0,0,0,0.0018116,0.0018116,0,0,0.0018116,0,0.0018116,0.0018116,0.0036232,0,0,0,0,0,0,0,0,0,0.0018116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_0030",0.00056275,0.0011255,0,0,0,0,0,0.0011255,0,0.00056275,0,0,0,0,0.00056275,0,0.00056275,0,0.00056275,0,0,0,0,0,0,0.00056275,0,0,0,0.00056275,0,0.00056275,0,0,0,0,0,0.00056275,0.00056275,0,0,0,0.00056275,0,0,0,0,0.00056275,0,0,0,0,0,0,0,0.00056275,0,0,0,0.00056275,0,0,0,0,0.00056275,0,0,0,0,0.00056275,0,0,0.00056275,0,0,0.00056275,0,0,0.002251,0,0,0,0.00056275,0,0,0,0,0,0,0.0011255,0.00056275,0.00056275,0.00056275,0.009004,0,0,0,0,0,0,0,0.0011255,0,0.0011255,0.00056275,0,0,0.00056275,0,0,0.00056275,0,0,0,0,0,0.0028137,0.00056275,0.00056275,0.0011255,0.00056275,0.00056275,0,0.0050647,0,0.00056275,0.00056275,0.0011255,0,0,0,0,0.00056275,0,0,0,0,0.00056275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011255,0,0,0,0,0,0.00056275,0,0,0.00056275,0,0,0,0,0.00056275,0.00056275,0.0050647,0,0.00056275,0,0.0016882,0,0,0,0.00056275,0,0,0,0.0011255,0,0,0,0,0,0,0,0.00056275,0.0028137,0,0,0.0016882,0,0.002251,0,0,0.00056275,0,0.0011255,0.0011255,0,0.00056275,0.0011255,0,0.00056275,0.00056275,0,0,0,0,0.00056275,0,0,0.00056275,0,0,0
"image_0031",0,0,0,0,0,0,0,0.0010111,0.0010111,0.0010111,0,0,0,0,0,0.0010111,0,0.0010111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010111,0.0010111,0,0,0,0,0.0010111,0,0,0,0,0,0.0010111,0,0,0,0,0,0.0030334,0,0,0,0,0,0,0.0010111,0,0,0,0,0,0,0,0,0.0010111,0.0010111,0,0,0,0,0,0,0,0,0,0.0010111,0.0020222,0.0050556,0,0,0,0,0.0030334,0,0,0,0,0.0010111,0.0010111,0,0,0,0,0,0,0,0,0,0,0.0010111,0.0050556,0,0.0010111,0.0010111,0,0,0.0010111,0.0020222,0.0010111,0,0.0010111,0,0,0,0,0,0,0,0,0,0,0,0,0.0010111,0,0,0,0,0,0.0010111,0,0,0,0,0,0,0,0,0,0.0010111,0,0,0.0010111,0,0,0.0010111,0,0,0,0.0010111,0.0010111,0.0080889,0,0.0010111,0,0,0,0,0,0.0010111,0,0,0,0.0010111,0,0,0,0,0.0010111,0,0,0.0010111,0.0010111,0.0010111,0.0030334,0,0,0.0010111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010111,0,0,0,0.0010111,0
"image_0032",0,0.00089929,0,0,0,0,0,0,0,0,0,0,0,0.00089929,0,0,0.00089929,0,0,0,0.00089929,0,0.00089929,0,0,0,0,0,0,0,0.00089929,0.00089929,0,0.0017986,0,0,0,0,0.00089929,0.00089929,0,0.00089929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089929,0,0,0,0,0,0.00089929,0,0,0,0,0,0,0,0,0.00089929,0,0,0,0,0,0,0,0,0,0,0,0.0017986,0,0,0,0.00089929,0,0,0.00089929,0,0.0026979,0,0.00089929,0,0.00089929,0,0.0017986,0,0,0,0,0,0,0,0,0.00089929,0.0017986,0,0,0,0,0,0,0.00089929,0,0.0044964,0,0,0,0,0,0.00089929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089929,0,0,0,0,0.00089929,0,0,0,0,0.00089929,0.00089929,0,0,0,0,0.00089929,0.0026979,0,0.0017986,0,0.0017986,0,0,0,0,0,0,0,0.0026979,0,0.0017986,0.0017986,0,0,0,0,0,0.00089929,0.00089929,0,0.00089929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089929,0,0,0.00089929,0,0,0
"image_0033",0,0,0.0012853,0,0,0,0,0,0,0.0012853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025707,0,0,0,0.0051414,0,0,0,0,0,0,0,0.0012853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012853,0.0025707,0.0012853,0,0,0,0,0,0.0012853,0,0,0.0025707,0,0,0,0.0012853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012853,0,0,0,0,0,0,0,0,0,0,0.0012853,0,0,0,0,0,0,0,0,0,0,0,0.0012853,0,0,0,0,0,0.0012853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012853,0,0,0,0,0,0
"image_0034",0,0.00067934,0,0,0,0,0,0,0,0,0,0,0,0.0013587,0,0.00067934,0.0013587,0,0.002038,0,0.00067934,0,0.0013587,0,0,0.00067934,0,0,0,0.00067934,0,0,0,0,0,0,0,0.0013587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067934,0.00067934,0,0,0.00067934,0,0.00067934,0,0.00067934,0.00067934,0,0,0.002038,0,0,0.00067934,0.00067934,0,0,0.00067934,0,0,0,0,0.00067934,0.00067934,0.00067934,0,0,0,0,0,0,0,0,0.0013587,0.0013587,0.013587,0,0.00067934,0,0,0,0,0.00067934,0,0,0.00067934,0.0013587,0,0,0.00067934,0,0,0,0,0,0,0,0,0.0033967,0,0,0,0,0,0,0.0027174,0.0013587,0,0.0013587,0,0,0,0,0.00067934,0.00067934,0,0,0,0,0,0,0,0,0,0.00067934,0,0,0,0,0,0,0,0.00067934,0,0.00067934,0,0,0.00067934,0,0,0.00067934,0,0.00067934,0,0,0,0.00067934,0,0.00067934,0.010869,0.00067934,0.00067934,0,0.0013587,0,0,0.00067934,0.00067934,0.00067934,0,0,0.00067934,0,0.00067934,0,0.00067934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013587,0.00067934,0,0,0.0054347,0,0,0,0,0,0.00067934,0,0.00067934,0,0.00067934,0.0013587,0,0,0
"image_0035",0,0.0036101,0.0012034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012034,0.0012034,0,0,0,0,0.0012034,0.0012034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012034,0,0,0,0.0012034,0,0,0.0012034,0,0,0,0.0012034,0,0,0.0012034,0,0,0,0,0,0,0,0,0,0.0036101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012034,0.0012034,0,0.0036101,0,0,0,0,0,0,0,0.0012034,0,0,0,0,0,0,0,0,0,0,0,0,0.0012034,0,0.0012034,0,0,0,0.0024068,0.0012034,0,0,0.0024068,0,0,0,0,0.0012034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012034,0,0,0,0,0,0,0,0,0.0012034,0.0012034,0,0,0,0.0012034,0,0.0012034,0,0,0,0,0.0012034,0,0,0,0,0,0,0.0012034,0.0012034,0,0.0012034,0,0,0.0024068,0.0012034,0.0012034,0,0,0,0,0,0,0,0,0,0,0.0012034,0.0012034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_0036",0,0.00064767,0,0,0,0,0,0,0,0,0.00064767,0,0,0.0012953,0,0,0.00064767,0,0.0012953,0,0,0.00064767,0,0,0.0012953,0.00064767,0,0,0,0.00064767,0,0.00064767,0.00064767,0.0012953,0,0,0,0.00064767,0.00064767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001943,0,0,0.00064767,0,0,0,0,0,0,0,0,0,0,0.00064767,0,0.00064767,0,0,0,0,0.00064767,0,0,0,0,0,0,0,0,0,0.00064767,0,0.00064767,0,0,0,0,0.00064767,0,0.0025907,0.0025907,0.00064767,0,0,0,0,0,0,0.00064767,0,0.00064767,0.0012953,0,0.00064767,0.00064767,0,0,0,0,0.0012953,0,0.00064767,0.00064767,0.0025907,0.00064767,0.00064767,0,0,0,0.00064767,0.00064767,0.00064767,0.00064767,0,0,0,0,0,0.001943,0,0,0,0,0.00064767,0,0,0,0,0,0.00064767,0,0.00064767,0.00064767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012953,0,0,0,0,0,0,0,0.0025907,0,0,0,0.00064767,0.00064767,0.00064767,0,0,0,0,0.00064767,0,0,0,0.0012953,0.00064767,0.0012953,0,0.00064767,0.00064767,0.00064767,0,0,0.0012953,0.00064767,0.00064767,0.00064767,0,0.00064767,0.00064767,0,0,0,0.0012953,0,0,0.00064767,0,0,0.00064767,0,0,0,0,0,0.00064767,0
"image_0037",0.0010881,0.0016322,0.00054407,0.00054407,0,0,0,0,0,0,0,0,0,0,0,0.00054407,0,0,0.00054407,0,0,0,0.00054407,0.00054407,0,0,0,0.00054407,0,0,0,0.00054407,0,0,0,0,0.00054407,0.0048966,0,0,0,0.00054407,0,0,0,0,0,0,0,0.00054407,0,0,0,0,0,0,0,0,0,0,0.00054407,0,0.0021763,0,0,0,0,0.0010881,0,0,0,0.0010881,0.0016322,0,0,0,0,0,0,0.00054407,0,0,0,0.0038085,0,0,0,0,0,0,0,0,0.0010881,0.0016322,0,0,0,0,0,0,0,0.00054407,0,0.00054407,0.00054407,0,0,0.0010881,0,0,0.00054407,0,0.00054407,0,0,0,0.0032644,0.0010881,0.00054407,0.0010881,0,0,0.00054407,0.0021763,0,0,0,0.00054407,0,0,0.00054407,0.00054407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054407,0,0,0,0.00054407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054407,0,0.0010881,0,0.0021763,0,0.00054407,0,0,0,0,0,0,0,0.0010881,0,0,0,0.00054407,0.00054407,0,0,0.00054407,0.0010881,0,0,0,0.00054407,0.00054407,0.00054407,0,0,0,0.0010881,0.00054407,0,0,0,0.00054407,0,0,0,0,0,0,0,0,0,0,0.0010881,0,0
"image_0038",0,0,0,0,0,0,0,0,0.0022573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022573,0,0,0,0,0.0022573,0.0022573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045147,0,0,0,0,0,0,0,0,0,0,0,0,0.0022573,0,0,0,0,0,0,0,0,0,0,0,0,0.0022573,0,0,0,0.0022573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022573,0,0,0,0,0,0.0022573,0,0.0022573,0.0022573,0,0,0,0,0,0,0,0,0,0.0022573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022573,0
"image_0039",0,0.0013523,0,0,0,0,0,0,0.00067613,0,0,0,0,0,0,0.0013523,0.00067613,0,0.00067613,0,0,0,0,0,0,0,0.00067613,0,0,0,0.00067613,0.0013523,0,0.00067613,0,0,0,0,0.0013523,0,0,0,0,0,0,0,0,0.0013523,0,0,0,0,0.00067613,0,0,0,0,0,0,0.00067613,0.00067613,0,0.00067613,0,0,0.00067613,0,0,0,0,0.00067613,0.00067613,0,0,0,0,0,0,0,0,0.00067613,0,0,0,0,0,0,0,0,0.00067613,0,0,0,0.0020284,0.00067613,0,0,0,0,0,0,0,0,0.00067613,0.0020284,0,0,0.00067613,0.00067613,0,0,0,0,0,0.00067613,0.0013523,0.0047329,0,0,0.0033806,0,0.00067613,0.00067613,0.0020284,0,0,0.00067613,0,0,0,0,0.00067613,0.00067613,0,0,0,0,0.0013523,0,0.00067613,0,0.00067613,0,0,0,0.0013523,0,0,0,0,0.00067613,0,0,0,0,0.00067613,0,0,0.00067613,0,0,0,0,0,0,0.00067613,0.00067613,0.0094658,0,0,0,0.00067613,0,0,0,0.0013523,0.00067613,0,0,0,0,0.0013523,0,0,0,0,0.0013523,0,0.0013523,0,0.00067613,0.0013523,0,0.00067613,0,0.0013523,0,0,0.00067613,0.0013523,0,0,0.00067613,0,0,0,0,0,0,0.00067613,0.00067613,0,0.00067613,0.00067613,0,0,0.00067613
"image_0040",0,0.00057938,0.0017381,0,0,0.00057938,0,0,0,0,0,0.00057938,0,0,0,0.00057938,0.00057938,0,0.0011588,0,0,0,0,0,0.0017381,0,0,0,0,0,0,0,0.00057938,0.0011588,0,0,0,0,0.00057938,0,0,0.00057938,0,0,0,0,0.00057938,0,0,0,0,0,0,0,0,0.00057938,0.00057938,0,0,0.0011588,0,0,0,0.00057938,0,0,0,0.00057938,0,0.00057938,0,0.00057938,0,0,0,0.00057938,0.00057938,0,0,0,0,0,0.00057938,0,0,0,0,0,0,0.00057938,0,0,0.00057938,0.00057938,0.00057938,0.00057938,0,0,0,0,0,0.0011588,0,0.0017381,0.0028969,0,0.00057938,0,0,0,0.00057938,0,0,0,0.00057938,0.00057938,0.0017381,0,0,0.0034763,0,0,0,0.00057938,0,0,0.00057938,0.00057938,0,0,0,0.00057938,0.00057938,0.0017381,0,0,0,0,0,0.0011588,0,0.00057938,0,0,0,0.00057938,0,0,0,0,0,0,0.00057938,0,0,0.0011588,0,0,0,0,0,0.00057938,0,0,0,0.00057938,0,0.0069525,0,0,0,0,0,0,0.00057938,0.00057938,0.0011588,0,0,0.00057938,0,0.0017381,0,0,0.00057938,0,0,0,0.00057938,0,0,0.00057938,0,0,0,0.00057938,0,0,0.00057938,0.00057938,0,0,0,0,0,0.00057938,0,0,0,0,0,0,0,0,0.00057938,0,0
"image_0041",0.00067981,0.0013596,0.00067981,0.00067981,0,0,0,0,0,0,0.00067981,0,0,0,0,0.0020394,0.00067981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067981,0,0.0013596,0,0,0,0,0.0020394,0,0,0.00067981,0.00067981,0,0,0,0,0.00067981,0,0,0,0,0,0,0,0,0,0,0,0.00067981,0,0,0,0,0,0.00067981,0,0,0.00067981,0.00067981,0,0,0,0,0,0,0,0,0.0013596,0,0,0.00067981,0,0,0,0,0,0.00067981,0,0,0,0,0,0.0040789,0,0,0,0,0.00067981,0,0,0,0,0.00067981,0.0027192,0,0.00067981,0,0.00067981,0,0,0,0.00067981,0,0,0,0.0033991,0,0.00067981,0.00067981,0,0,0,0.0061183,0,0.00067981,0.0013596,0,0,0,0,0,0,0,0,0,0,0,0.00067981,0.00067981,0,0,0,0,0,0.00067981,0,0,0,0,0.00067981,0.00067981,0,0,0,0.0013596,0,0,0,0,0,0,0,0,0,0,0,0.0047587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013596,0,0.00067981,0,0,0,0,0.00067981,0.00067981,0.00067981,0.00067981,0,0.00067981,0.00067981,0,0,0,0.00067981,0,0,0,0,0.00067981,0,0,0,0,0,0,0.0013596,0,0,0,0,0.0013596,0
